Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp
Danielle Turner,eng ENG,DF,Aston Villa,31-332,1991,8,8,720,0,0,0,0,0,0,0,0.3,0.3,0.0,cdcfea31,53157aa8,5,1,0.00,0.00,19.8,2,0.06,-0.3,-0.3,0,407,7355,2992,0.1,0.0,1,19,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,4,0,3,3,0,12,11,1,16,26,16,0,468,71,313,146,10,2,468,0,0,1,0,285,1,8,,0,1,8,1,0.00,0,0,0,+2.58,0.0,0.1,-0.1,+0.28,0,6,3,1,0,7,0,0,0,56,4,6,353
Millie Turner,eng ENG,DF,Manchester Utd,26-154,1996,8,8,720,1,0,1,0,0,1,0,0.6,0.6,0.0,53926a7a,0bbd83f6,7,2,0.14,0.50,9.4,0,0.09,+0.4,+0.4,0,559,10736,3598,0.1,0.0,0,19,1,1,9,3,3,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,1,1,0,11,8,3,6,8,12,0,604,75,398,188,18,11,604,1,1,3,1,475,0,33,,0,1,33,1,3.00,0,1,-1,-2.26,0.3,1.9,-1.6,-3.45,0,2,1,0,1,2,0,0,0,27,6,5,518
Chioma Ubogagu,eng ENG,"MF,FW",Tottenham,30-089,1992,4,0,62,0,0,0,0,0,0,0,0.0,0.0,0.6,ea933d6b,e8e4577c,1,0,0.00,,18.2,0,0.05,0.0,0.0,0,25,282,87,0.2,-0.6,3,1,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,34,2,5,9,20,6,34,0,2,3,0,23,8,77,83,4,1,45,0,1.29,5,6,-1,+0.83,4.4,8.6,-4.3,+0.53,0,0,0,2,3,1,0,0,0,5,0,0,19
Demi Vance,nir NIR,DF,Leicester City WFC,31-220,1991,3,1,124,0,0,0,0,0,0,0,0.0,0.0,0.0,e4bc8cb5,23bce84e,0,0,,,,0,,0.0,0.0,0,52,613,173,0.0,0.0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,1,1,2,5,0,65,9,30,23,12,0,65,0,2,2,1,35,3,46,62,0,2,38,4,2.00,4,3,+1,+1.02,1.7,2.3,-0.6,-0.35,0,1,1,0,1,1,0,0,0,6,1,0,39
Justine Vanhaevermaet,be BEL,MF,Reading,30-223,1992,7,7,551,0,0,0,0,0,1,0,0.2,0.2,1.0,301d1778,5d020380,3,0,0.00,,16.5,0,0.06,-0.2,-0.2,0,242,2814,928,0.5,-1.0,5,25,3,0,18,9,7,1,0,1,0,0,0,0,0,0,0,0,0,9,8,4,5,0,2,3,1,5,2,3,7,16,8,0,280,16,57,172,52,6,280,0,1,4,9,152,8,88,88,1,0,,1,3.00,8,0,+8,+2.60,4.8,0.5,+4.3,+1.21,0,9,4,1,6,8,0,0,0,44,7,6,164
Katrine Veje,dk DEN,DF,Everton,31-172,1991,6,6,534,0,0,0,0,0,0,0,0.3,0.3,0.1,613c3da2,c4989550,5,2,0.00,0.00,23.1,0,0.06,-0.3,-0.3,0,407,6296,2381,0.2,-0.1,2,25,6,0,27,10,5,2,1,1,1,0,0,0,0,0,0,0,0,7,5,5,1,1,3,6,3,5,2,3,10,17,9,0,456,21,216,189,60,5,456,9,14,9,7,321,5,86,86,6,0,,0,1.29,11,11,0,+3.21,6.0,6.5,-0.5,+0.72,0,4,13,0,13,5,0,0,0,42,4,4,335
Lauren Wade,nir NIR,"FW,MF",Reading,29-016,1993,7,3,329,1,0,1,0,0,0,0,0.2,0.2,0.0,dcc0af7b,5d020380,5,5,0.20,0.20,18.4,0,0.05,+0.8,+0.8,0,69,695,274,0.1,0.0,1,4,2,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,1,2,2,0,3,0,3,0,5,1,0,93,3,14,32,49,8,93,1,3,8,2,55,18,90,90,4,0,,3,0.75,2,9,-7,-3.75,1.5,4.0,-2.5,-1.23,0,2,1,3,9,4,0,0,0,11,0,3,42
Claudia Walker,eng ENG,"FW,MF",West Ham,26-181,1996,7,1,167,0,0,0,0,0,1,0,0.4,0.4,0.1,fcdb5047,52d65cea,4,0,0.00,,12.5,0,0.11,-0.4,-0.4,0,49,444,107,0.1,-0.1,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,0,7,1,2,0,0,69,0,4,35,30,7,69,0,0,5,7,49,11,43,62,0,2,24,3,2.25,5,1,+4,-0.19,1.9,1.7,+0.3,-0.81,0,4,3,1,7,1,0,0,0,3,0,3,26
Megan Walsh,ie IRL,GK,Brighton,28-026,1994,8,8,720,0,0,0,0,0,0,0,0.0,0.0,0.0,8694b82e,fa2752bc,0,0,,,,0,,0.0,0.0,0,362,6627,4321,0.0,0.0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,387,313,383,2,2,1,387,0,0,0,0,169,0,,,0,0,,8,,,,,,,,,,0,0,0,0,0,0,0,0,0,13,0,0,256
Lia Wälti,ch SUI,MF,Arsenal,29-233,1993,8,8,656,1,0,1,0,0,0,0,0.2,0.2,0.5,5410bdaa,411b1108,5,2,0.20,0.50,23.7,0,0.04,+0.8,+0.8,0,366,5948,1524,0.7,-0.5,4,43,6,1,30,17,16,0,0,1,0,0,3,3,0,0,0,0,0,11,8,1,8,2,3,6,3,9,1,8,7,18,2,0,398,6,81,250,69,3,398,1,3,2,2,275,7,49,80,1,4,19,0,1.13,3,7,-4,-1.19,2.6,10.0,-7.3,-1.84,0,6,10,0,1,8,0,0,0,55,1,6,316
Charlotte Wardlaw,eng ENG,"MF,DF",Liverpool,19-291,2003,4,1,132,0,0,0,0,0,1,0,0.0,0.0,0.0,390d3b41,00f74a56,0,0,,,,0,,0.0,0.0,0,47,708,241,0.0,0.0,0,5,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,2,1,2,0,2,4,6,6,0,63,6,28,32,4,0,63,0,0,1,2,32,1,90,90,8,0,,0,0.89,11,16,-5,-0.56,11.4,12.3,-0.9,+2.77,0,3,0,0,2,1,0,0,0,5,0,1,34
Kenzie Weir,sct SCO,MF,Everton,18-328,2004,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.0,044fb7f0,c4989550,1,1,0.00,0.00,8.2,0,0.14,-0.1,-0.1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,1,0,90,90,2,0,,6,1.50,6,4,+2,-0.50,2.1,1.5,+0.6,-1.34,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Wellings,eng ENG,FW,Reading,24-204,1998,8,5,469,2,1,2,0,0,1,0,0.9,0.9,0.7,af308521,5d020380,12,4,0.17,0.50,18.7,0,0.08,+1.1,+1.1,0,122,1230,186,0.2,+0.3,6,2,2,2,2,6,5,0,0,1,0,0,1,0,0,0,1,0,0,5,3,2,3,0,1,5,4,6,0,6,4,9,3,0,165,3,21,72,73,22,165,1,2,8,6,97,21,,,0,0,,3,,,,,,,,,,0,6,6,0,11,3,0,0,0,18,3,6,74
Clare Wheeler,au AUS,"MF,FW",Everton,24-328,1998,4,1,175,0,0,0,0,0,0,0,0.0,0.0,0.0,e0190cc0,c4989550,0,0,,,,0,,0.0,0.0,0,118,1697,443,0.0,0.0,1,9,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,2,4,2,4,1,3,5,11,0,0,130,3,47,65,21,0,130,0,0,2,4,86,2,66,77,1,2,38,1,0.86,4,17,-13,-4.60,2.4,11.2,-8.8,-1.50,0,0,1,0,1,5,0,0,0,17,1,0,91
Aileen Whelan,eng ENG,"MF,FW",Leicester City WFC,31-119,1991,9,9,810,0,0,0,0,0,0,0,0.5,0.5,0.1,11c33ab6,23bce84e,10,2,0.00,0.00,18.1,0,0.05,-0.5,-0.5,0,195,2401,498,0.5,-0.1,3,9,0,0,11,13,9,0,0,2,2,0,0,0,0,0,0,0,0,15,7,5,5,5,7,9,2,6,0,6,9,24,4,0,270,6,56,156,60,18,270,5,14,16,12,173,15,82,82,5,0,,0,1.29,7,12,-5,-7.45,4.8,6.1,-1.3,-1.16,0,6,8,1,2,7,0,0,0,42,11,4,135
Laura Wienroither,at AUT,DF,Arsenal,23-329,1999,8,7,577,1,0,1,0,0,0,0,0.9,0.9,0.1,f8146853,411b1108,8,2,0.13,0.50,16.6,0,0.12,+0.1,+0.1,0,326,4372,1471,0.2,-0.1,2,8,6,1,24,10,7,2,0,0,0,1,2,1,1,0,0,0,0,16,16,9,7,0,5,8,3,7,0,7,14,30,7,0,381,7,92,183,109,10,381,3,7,10,6,209,14,38,62,0,1,14,6,3.00,3,1,+2,-0.08,1.4,0.6,+0.9,-0.25,0,6,3,0,7,16,0,0,0,33,1,1,260
Rachel Williams,eng ENG,"FW,MF",Manchester Utd,34-332,1988,4,0,58,1,0,1,0,0,0,0,1.0,1.0,0.0,2fa8aa92,0bbd83f6,5,2,0.20,0.50,15.0,0,0.21,0.0,0.0,0,20,191,55,0.1,0.0,0,3,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,30,1,1,11,19,6,30,0,1,5,1,26,3,,,0,0,,1,,,,,,,,,,0,4,0,0,0,1,0,0,0,2,3,1,13
Victoria Williams,eng ENG,DF,Brighton,32-247,1990,8,8,720,0,0,0,0,0,1,0,0.1,0.1,0.0,fd4f768b,fa2752bc,1,1,0.00,0.00,12.0,0,0.07,-0.1,-0.1,0,340,5262,2208,0.1,0.0,1,13,2,0,11,5,3,0,0,0,1,1,1,1,0,0,0,0,0,15,6,7,7,1,6,11,5,14,11,3,20,35,24,0,422,81,289,125,12,4,422,1,1,4,2,237,2,16,,0,1,16,0,0.00,0,0,0,+0.38,0.7,0.9,-0.2,-0.18,0,5,3,0,0,6,0,0,1,53,12,6,250
Leah Williamson,eng ENG,DF,Arsenal,25-254,1997,3,2,194,0,0,0,0,0,0,0,0.1,0.1,0.1,9a40ae1f,411b1108,4,0,0.00,,16.1,0,0.03,-0.1,-0.1,0,205,4149,1785,0.3,-0.1,3,25,6,1,26,7,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,212,10,73,114,26,4,212,0,0,0,0,169,1,87,87,4,0,,1,1.00,10,25,-15,+0.17,9.2,12.5,-3.4,+1.85,0,0,2,0,3,0,0,0,0,16,1,0,173
Lily Woodham,wls WAL,"MF,DF",Reading,22-096,2000,9,9,760,0,0,0,0,0,2,0,0.1,0.1,0.9,828d664e,5d020380,2,0,0.00,,14.0,0,0.05,-0.1,-0.1,0,325,4232,1292,0.7,-0.9,9,16,4,1,20,16,5,11,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,2,5,8,3,9,2,7,17,25,11,0,396,18,97,190,114,6,396,6,14,15,5,194,18,21,,0,8,21,0,2.63,5,1,+4,-0.14,3.4,0.9,+2.5,+0.79,0,7,14,0,29,4,0,1,0,42,6,4,207
Lotte Wubben-Moy,eng ENG,DF,Arsenal,23-331,1999,8,6,552,0,1,0,0,0,0,0,0.4,0.4,0.2,f254ebd6,411b1108,6,1,0.00,0.00,14.3,0,0.06,-0.4,-0.4,0,500,9175,3748,0.4,+0.8,1,39,2,0,15,4,3,0,0,1,0,0,1,1,0,0,0,0,0,5,3,2,3,0,2,3,1,7,4,3,7,12,12,0,533,53,303,219,13,6,533,1,1,1,4,415,1,68,90,2,1,1,4,2.25,5,3,+2,-2.53,1.9,1.8,+0.1,-1.18,0,3,4,0,0,3,0,0,0,41,4,5,428
Park Yeeun,kr KOR,"FW,MF",Brighton,26-052,1996,4,0,38,0,0,0,0,0,0,0,0.0,0.0,0.0,04db329d,fa2752bc,0,0,,,,0,,0.0,0.0,0,21,250,123,0.0,0.0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,14,4,0,23,0,0,1,0,15,3,89,89,8,0,,0,0.00,2,25,-23,-2.58,3.9,13.0,-9.1,-0.28,0,1,0,0,0,0,0,0,0,1,0,0,15
Shelina Zadorsky,ca CAN,DF,Tottenham,30-045,1992,7,7,630,0,0,0,0,0,0,0,0.2,0.2,0.1,23aceac3,e8e4577c,3,0,0.00,,9.1,0,0.08,-0.2,-0.2,0,324,5304,2235,0.1,-0.1,1,16,2,0,19,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,3,0,1,2,1,9,8,1,15,19,32,0,388,58,257,126,7,3,388,0,0,1,5,239,0,80,80,3,0,,0,2.63,21,5,+16,+0.06,8.2,3.7,+4.5,-0.99,0,2,2,1,1,3,0,0,0,35,4,5,252
Katie Zelem,eng ENG,MF,Manchester Utd,26-322,1996,8,8,720,2,5,1,1,1,3,0,1.4,0.6,1.0,213a7877,0bbd83f6,7,3,0.14,0.33,18.9,2,0.08,+0.6,+0.4,0,566,8039,2669,1.4,+4.0,19,44,8,1,38,28,9,19,0,0,0,0,9,4,5,0,0,0,0,12,10,5,6,1,5,11,6,8,1,7,15,27,8,0,616,19,138,337,143,9,615,2,2,5,13,396,17,5,,0,1,5,7,3.00,0,0,0,-2.27,0.0,0.0,0.0,-0.76,0,5,3,0,45,10,0,0,0,64,2,9,418
Julia Zigiotti Olme,se SWE,MF,Brighton,24-349,1997,8,8,710,0,0,0,0,0,3,0,0.4,0.4,0.1,d3f7c3ef,fa2752bc,10,3,0.00,0.00,24.5,0,0.04,-0.4,-0.4,0,316,3446,1121,0.2,-0.1,3,21,2,0,15,19,10,0,1,3,3,2,3,1,0,0,1,1,0,17,11,2,11,4,6,12,6,6,2,4,9,26,5,0,375,13,101,219,62,4,375,5,9,12,13,216,8,41,78,1,4,13,1,1.00,7,7,0,+1.71,3.1,4.6,-1.5,+0.38,0,13,11,0,10,11,1,0,0,53,3,9,198
Manuela Zinsberger,at AUT,GK,Arsenal,27-050,1995,8,8,720,0,0,0,0,0,0,0,0.0,0.0,0.0,c7dc2a33,411b1108,0,0,,,,0,,0.0,0.0,0,397,7492,4386,0.0,0.0,0,2,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,414,260,396,18,0,0,414,0,0,0,0,309,0,87,87,6,0,,0,1.29,11,12,-1,-0.15,5.9,6.8,-0.9,-0.94,0,0,1,0,0,0,0,0,0,13,2,1,360
Jessica Ziu,ie IRL,"MF,DF",West Ham,20-185,2002,3,2,169,0,1,0,0,0,1,0,0.0,0.0,0.2,5fdaf742,52d65cea,1,0,0.00,,17.3,0,0.05,0.0,0.0,0,58,621,206,0.4,+0.8,3,2,3,0,4,6,5,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0,3,0,1,5,4,3,0,3,1,4,4,0,74,4,14,31,30,5,74,1,4,0,6,48,7,90,90,8,0,,0,1.50,12,15,-3,,10.7,8.6,+2.2,,0,5,1,0,0,1,0,0,0,12,1,2,39
Eseosa Aigbogun,ch SUI,"DF,MF",Paris FC,29-199,1993,9,7,629,0,0,0,0,0,3,1,0.4,0.4,0.1,2dee6fe8,28d9b675,5,2,0.00,0.00,20.1,0,0.07,-0.4,-0.4,0,357,3700,1780,0.1,-0.1,3,11,3,0,12,7,4,0,0,1,0,2,0,0,0,0,0,0,0,19,13,9,9,1,7,11,4,8,1,7,11,30,10,2,425,10,161,189,75,8,425,5,9,14,8,193,17,70,81,3,2,30,0,1.89,13,6,+7,+0.67,9.6,7.2,+2.4,-0.82,1,6,4,2,6,13,0,0,0,63,2,2,267
Tinaya Alexander,eng ENG,"FW,DF",Montpellier,23-237,1999,4,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,0835cd1b,7bbdea71,0,0,,,,0,,0.0,0.0,0,9,124,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,0,1,3,12,4,16,0,4,3,0,11,4,9,,0,4,9,4,1.25,2,1,+1,+2.23,0.3,1.0,-0.7,-2.24,0,0,0,0,0,0,0,0,0,2,0,0,6
Nadjma Ali Nadjim,fr FRA,FW,Le Havre,28-080,1994,9,6,608,1,2,1,0,0,4,0,1.9,1.9,1.5,49d82495,c57b7254,21,8,0.05,0.13,21.5,0,0.09,-0.9,-0.9,0,126,1019,259,1.3,+0.5,6,7,3,1,7,18,8,0,4,2,4,0,4,2,0,1,0,1,0,3,2,1,1,1,0,1,1,3,0,3,3,6,0,0,196,0,9,78,111,36,196,7,13,24,18,137,42,68,85,2,3,33,0,1.44,9,8,+1,+0.15,8.3,10.7,-2.3,+0.41,0,10,10,4,13,2,1,0,0,28,4,13,63
Selen Altunkulak,tr TUR,"DF,MF",Rodez,25-006,1997,6,1,109,0,0,0,0,0,1,0,0.1,0.1,0.1,83816eff,700c41b4,2,1,0.00,0.00,33.8,1,0.03,-0.1,-0.1,0,35,557,348,0.0,-0.1,1,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,3,2,1,4,5,2,0,47,3,24,14,10,0,47,0,0,1,0,15,0,18,54,0,5,11,1,0.67,0,3,-3,-1.34,0.4,1.6,-1.2,-0.45,0,1,0,0,2,1,0,0,0,9,0,0,27
Emily Alvarado,mx MEX,GK,Stade de Reims,24-182,1998,10,10,900,0,0,0,0,0,0,0,0.0,0.0,0.0,02ec6a9d,e3696882,0,0,,,,0,,0.0,0.0,0,257,4469,2563,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,286,280,286,1,0,0,286,0,0,0,0,55,0,90,90,10,0,,0,1.40,15,15,0,,9.0,14.1,-5.1,,0,0,3,0,0,0,0,0,0,8,3,0,219
Maud Antoine,fr FRA,DF,Rodez,23-316,1999,7,3,327,0,0,0,0,0,0,0,0.0,0.0,0.0,4501ec2b,700c41b4,0,0,,,,0,,0.0,0.0,0,132,1471,790,0.2,0.0,0,3,2,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,2,1,6,2,4,13,16,13,0,170,20,99,43,29,1,170,2,3,4,2,93,3,47,79,2,4,23,3,0.57,4,5,-1,+1.61,3.0,4.7,-1.7,+0.34,0,1,4,0,5,2,0,0,0,13,0,3,86
Kelsey Araujo,pt POR,"FW,MF",Le Havre,24-249,1998,10,8,662,3,1,3,0,0,1,0,2.6,2.6,1.2,49ce3c21,c57b7254,18,8,0.17,0.38,18.1,0,0.15,+0.4,+0.4,0,133,936,292,1.0,-0.2,7,4,7,2,11,10,9,0,0,0,0,1,1,1,0,0,0,0,0,13,9,5,5,3,7,12,5,7,0,7,4,17,1,0,201,1,25,63,116,22,201,2,10,15,4,122,50,66,78,1,2,20,0,1.30,14,12,+2,+0.65,10.2,12.3,-2.1,+0.77,0,4,1,10,21,9,0,0,0,25,2,9,62
Lou Autin,fr FRA,DF,Bordeaux,16-317,2006,2,1,111,0,0,0,0,0,0,0,0.0,0.0,0.0,107836e7,69dee2b0,0,0,,,,0,,0.0,0.0,0,28,382,208,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,2,1,0,0,0,5,8,3,0,40,11,34,6,0,0,40,0,0,1,0,17,0,,,0,0,,9,,,,,,,,,,0,2,0,0,0,3,0,0,0,5,0,4,17
Eden Avital,il ISR,"MF,FW",Soyaux,25-258,1997,5,0,76,0,0,0,0,0,1,0,0.3,0.3,0.0,50d49ccf,b54d31b3,2,0,0.00,,9.3,0,0.16,-0.3,-0.3,0,27,310,134,0.0,0.0,0,2,1,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,3,2,1,0,1,2,5,0,0,40,0,4,25,12,3,40,0,0,2,2,26,1,,,0,0,,1,,,,,,,,,,0,3,4,0,0,2,0,0,0,7,1,0,23
Selma Bacha,fr FRA,"DF,FW",Lyon,22-029,2000,6,5,396,2,3,2,0,0,1,0,0.3,0.3,1.8,5809ef17,7f2012ad,6,2,0.33,1.00,21.8,0,0.05,+1.7,+1.7,0,308,4299,1288,1.8,+1.2,12,15,9,6,16,18,8,9,0,0,1,0,4,1,3,0,0,0,0,12,5,2,6,4,7,13,6,4,0,4,13,25,4,0,365,7,79,157,139,10,365,6,8,10,4,191,15,56,90,1,1,21,5,1.50,1,3,-2,-1.96,0.7,2.2,-1.5,-1.74,0,6,5,0,42,5,0,0,0,54,2,1,221
Ramona Bachmann,ch SUI,FW,Paris S-G,31-348,1990,9,5,516,2,3,2,0,0,3,0,1.9,1.9,1.8,28392158,80595417,13,6,0.15,0.33,17.0,1,0.15,+0.1,+0.1,0,280,3387,750,1.3,+1.2,16,14,7,0,18,28,15,9,1,1,1,1,4,2,1,1,0,0,0,4,3,1,3,0,2,2,0,1,0,1,1,5,0,0,313,1,20,126,174,21,313,11,18,6,13,242,24,15,,0,5,15,3,0.60,1,3,-2,-1.39,0.8,2.3,-1.5,-0.45,0,9,11,3,32,3,0,0,0,19,0,0,219
Laurine Baga,fr FRA,MF,Fleury,19-207,2003,4,1,80,0,0,0,0,0,0,0,0.1,0.1,0.0,f6ca1ef8,4fcc2996,3,0,0.00,,22.9,0,0.04,-0.1,-0.1,0,32,405,156,0.0,0.0,1,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,2,4,2,1,0,1,0,3,0,0,45,0,10,17,18,1,45,1,1,2,3,28,1,66,74,3,1,24,0,3.00,19,3,+16,+2.56,11.8,2.2,+9.6,+0.55,0,6,0,0,0,2,0,0,0,7,0,2,26
Nesrine Bahlouli,fr FRA,FW,Lyon,19-291,2003,2,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,aa6d11d6,7f2012ad,0,0,,,,0,,0.0,0.0,0,6,74,57,0.1,0.0,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,4,5,1,9,1,2,1,2,7,2,57,73,1,4,38,0,2.56,13,4,+9,-0.07,11.7,1.9,+9.8,+0.50,0,1,0,0,1,0,0,0,0,1,0,0,4
Sandy Baltimore,fr FRA,FW,Paris S-G,22-292,2000,10,8,661,3,4,3,0,0,0,0,2.3,2.3,3.1,0cd40e51,80595417,21,7,0.14,0.43,16.1,1,0.11,+0.7,+0.7,0,363,4072,978,2.5,+0.9,18,18,9,0,18,29,13,12,2,2,0,0,7,3,2,1,1,0,0,8,6,2,4,2,4,8,4,1,0,1,4,12,0,0,412,0,28,168,219,26,412,8,13,13,14,316,56,20,62,0,3,6,3,1.50,1,1,0,-0.88,0.5,0.4,+0.1,-0.27,0,5,5,2,40,6,0,0,0,27,3,4,263
Aîssata Baradji,fr FRA,FW,Le Havre,19-261,2003,6,0,68,0,0,0,0,0,0,0,0.0,0.0,0.0,960c25ac,c57b7254,0,0,,,,0,,0.0,0.0,0,15,62,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,31,0,5,13,13,3,31,1,3,8,3,17,5,8,,0,2,8,2,2.00,1,0,+1,+3.86,0.8,0.2,+0.6,+1.86,0,4,1,0,2,0,0,0,0,1,1,1,5
Solène Barbance,fr FRA,MF,Rodez,31-117,1991,10,10,889,0,1,0,0,0,1,0,0.5,0.5,0.8,26b2a7d9,700c41b4,8,3,0.00,0.00,18.0,0,0.06,-0.5,-0.5,0,307,3842,1696,1.1,+0.2,9,25,7,0,34,24,15,3,2,0,2,2,2,2,0,0,0,0,0,18,14,8,9,1,3,12,9,13,1,12,25,43,2,0,411,9,103,204,109,12,411,7,19,19,17,233,18,66,74,5,2,34,0,2.60,17,6,+11,-0.39,12.7,2.8,+9.9,-0.59,0,4,25,1,16,14,0,0,0,65,3,2,217
Celya Barclais,fr FRA,DF,Stade de Reims,21-235,2001,7,6,462,0,0,0,0,0,0,0,0.0,0.0,0.0,1fb89343,e3696882,0,0,,,,0,,0.0,0.0,0,204,2363,1261,0.0,0.0,0,10,1,1,11,6,4,1,0,0,0,1,0,0,0,0,0,0,0,10,9,5,5,0,4,4,0,3,1,2,15,25,10,0,254,16,119,111,27,1,254,2,2,5,2,103,1,11,,0,6,11,2,1.00,1,0,+1,+1.32,0.4,0.5,-0.1,+0.40,0,0,2,0,2,9,0,0,0,35,1,0,153
Inés Barrier,fr FRA,"FW,MF",Rodez,21-251,2001,5,1,162,0,0,0,0,0,0,0,0.1,0.1,0.1,226f52c7,700c41b4,2,1,0.00,0.00,19.1,0,0.04,-0.1,-0.1,0,22,229,30,0.0,-0.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,2,1,2,0,2,0,3,0,0,38,0,3,15,21,3,38,0,1,5,1,21,6,89,89,9,0,,0,0.50,6,19,-13,-1.32,7.0,14.0,-7.0,-0.78,0,0,1,0,0,2,0,0,0,3,0,2,16
Vicki Becho,fr FRA,"FW,MF",Lyon,19-066,2003,9,2,268,0,2,0,0,0,1,0,0.4,0.4,0.6,a4bc9833,7f2012ad,7,1,0.00,0.00,16.2,0,0.06,-0.4,-0.4,0,84,822,190,0.4,+1.4,5,4,4,4,2,15,12,0,0,1,2,0,3,3,0,0,0,0,0,9,6,2,1,6,6,8,2,6,0,6,2,11,1,0,123,0,9,31,85,15,123,3,10,7,3,82,16,66,76,5,1,6,0,1.57,6,7,-1,-0.40,4.1,5.8,-1.7,+0.38,0,9,3,0,14,6,0,0,0,12,2,0,56
